{'text': 'the one-on-one', 'start': 2.0, 'duration': 4.85}
{'text': "here's like the first place we like met", 'start': 3408.079, 'duration': 4.0}
{'text': "and here's like the first", 'start': 3410.799, 'duration': 3.04}
{'text': "you don't have any pop-ups of you guys", 'start': 3412.079, 'duration': 3.361}
{'text': 'naked together do you', 'start': 3413.839, 'duration': 4.641}
{'text': 'no no no no no no no nothing like that', 'start': 3415.44, 'duration': 3.44}
{'text': "but it's", 'start': 3418.48, 'duration': 3.68}
{'text': "it's drum like i drew it oh there it is", 'start': 3418.88, 'duration': 5.919}
{'text': 'it looks like that oh wow you have a', 'start': 3422.16, 'duration': 3.919}
{'text': 'video yeah and then i like have like a', 'start': 3424.799, 'duration': 3.201}
{'text': 'text and everything yeah', 'start': 3426.079, 'duration': 5.121}
{'text': "oh my god that's you did so good", 'start': 3428.0, 'duration': 6.64}
{'text': 'yeah this was made by hand yeah', 'start': 3431.2, 'duration': 5.2}
{'text': "that's so cute yeah this is like all the", 'start': 3434.64, 'duration': 4.4}
{'text': "things that i'm gonna start yeah", 'start': 3436.4, 'duration': 5.199}
{'text': 'yeah so i made like a pop-up book for', 'start': 3439.04, 'duration': 3.68}
{'text': 'steven', 'start': 3441.599, 'duration': 4.881}
{'text': "that's cute okay that one good job", 'start': 3442.72, 'duration': 7.2}
{'text': 'dank memes of the year', 'start': 3446.48, 'duration': 6.8}
{'text': '2019 winner nothing i do is', 'start': 3449.92, 'duration': 6.399}
{'text': "performative so i'm not going to for", 'start': 3453.28, 'duration': 3.839}
{'text': 'instance', 'start': 3456.319, 'duration': 3.121}
{'text': "um i'll use hassan as an example i'm not", 'start': 3457.119, 'duration': 4.161}
{'text': 'going to talk to a black person like', 'start': 3459.44, 'duration': 2.879}
{'text': 'trihex and say', 'start': 3461.28, 'duration': 4.24}
{'text': "hey the n word it's always", 'start': 3462.319, 'duration': 5.201}
{'text': 'you think black people what a [\xa0__\xa0]', 'start': 3465.52, 'duration': 4.319}
{'text': 'liar dude what a [\xa0__\xa0]', 'start': 3467.52, 'duration': 6.559}
{'text': 'weasley little liar dude what a [\xa0__\xa0]', 'start': 3469.839, 'duration': 8.801}
{'text': 'weasley little liar dude holy [\xa0__\xa0] dude', 'start': 3474.079, 'duration': 8.641}
{'text': 'holy [\xa0__\xa0] [\xa0__\xa0] dude literally lying', 'start': 3478.64, 'duration': 6.479}
{'text': 'still lying to his audience can someone', 'start': 3482.72, 'duration': 4.0}
{'text': 'at least [\xa0__\xa0] enlighten destiny that', 'start': 3485.119, 'duration': 3.521}
{'text': "he's literally lying to his audience", 'start': 3486.72, 'duration': 5.04}
{'text': 'what a [\xa0__\xa0] piece of [\xa0__\xa0] dude holy', 'start': 3488.64, 'duration': 3.919}
{'text': '[\xa0__\xa0]', 'start': 3491.76, 'duration': 5.12}
{'text': 'nothing i do all right', 'start': 3492.559, 'duration': 6.56}
{'text': 'number five for this year have you', 'start': 3496.88, 'duration': 3.959}
{'text': "you've had the thing where you feel like", 'start': 3499.119, 'duration': 4.561}
{'text': 'um', 'start': 3500.839, 'duration': 4.361}
{'text': "i don't know like you're the main", 'start': 3503.68, 'duration': 3.119}
{'text': 'character in the [\xa0__\xa0] movie or', 'start': 3505.2, 'duration': 2.879}
{'text': "whatever i don't know", 'start': 3506.799, 'duration': 3.76}
{'text': "what you felt like you're like the main", 'start': 3508.079, 'duration': 3.921}
{'text': 'character in like the movie before and', 'start': 3510.559, 'duration': 3.121}
{'text': 'everything else is like kind of like npc', 'start': 3512.0, 'duration': 3.28}
{'text': 'like side people who are just like there', 'start': 3513.68, 'duration': 3.36}
{'text': 'to like oh oh oh oh i mean i feel like', 'start': 3515.28, 'duration': 3.279}
{'text': "i'm the main character in my own life", 'start': 3517.04, 'duration': 1.84}
{'text': 'yeah', 'start': 3518.559, 'duration': 3.121}
{'text': 'of course super super okay well damn how', 'start': 3518.88, 'duration': 3.52}
{'text': "would i know i don't know", 'start': 3521.68, 'duration': 2.08}
{'text': "you feel like you're a side character in", 'start': 3522.4, 'duration': 3.439}
{'text': "your life no no no no i'm asking like", 'start': 3523.76, 'duration': 4.4}
{'text': "do you ever like feel like it's a weird", 'start': 3525.839, 'duration': 3.921}
{'text': 'question not like a side character or', 'start': 3528.16, 'duration': 2.159}
{'text': 'anything', 'start': 3529.76, 'duration': 2.0}
{'text': "obviously like you're the main character", 'start': 3530.319, 'duration': 2.881}
{'text': "whatever but i'm asking like do you ever", 'start': 3531.76, 'duration': 2.079}
{'text': 'i mean', 'start': 3533.2, 'duration': 2.0}
{'text': "it's a stupid question because i know", 'start': 3533.839, 'duration': 3.52}
{'text': "you have wait what are you asking i'm", 'start': 3535.2, 'duration': 3.44}
{'text': 'trying to figure out have you', 'start': 3537.359, 'duration': 3.041}
{'text': "you've had the thing where this question", 'start': 3538.64, 'duration': 3.04}
{'text': "was i just wasn't paying attention i was", 'start': 3540.4, 'duration': 5.199}
{'text': 'reading something', 'start': 3541.68, 'duration': 7.119}
{'text': 'wait this was this year he handles my', 'start': 3545.599, 'duration': 7.2}
{'text': 'oh my god he handles my', 'start': 3548.799, 'duration': 6.081}
{'text': 'handles my stream element stuff like he', 'start': 3552.799, 'duration': 3.04}
{'text': 'puts on', 'start': 3554.88, 'duration': 5.679}
{'text': 'he handles my handles my uh', 'start': 3555.839, 'duration': 4.72}
{'text': "you're like oh he's over here it's not", 'start': 3561.359, 'duration': 3.041}
{'text': "because i can't do it it's because i'm", 'start': 3562.96, 'duration': 10.879}
{'text': 'putting 100', 'start': 3564.4, 'duration': 9.439}
{'text': 'bullying true does your girlfriend know', 'start': 3585.04, 'duration': 3.36}
{'text': 'you', 'start': 3587.92, 'duration': 2.48}
{'text': 'may be at some guy house having sex with', 'start': 3588.4, 'duration': 3.36}
{'text': 'him that night', 'start': 3590.4, 'duration': 4.48}
{'text': 'were you out well if you know it jesse', 'start': 3591.76, 'duration': 3.839}
{'text': 'what do you think', 'start': 3594.88, 'duration': 2.32}
{'text': 'what does she think about you having sex', 'start': 3595.599, 'duration': 3.52}
{'text': "with guys we're both bisexual so", 'start': 3597.2, 'duration': 4.32}
{'text': 'of us oh she has several women sometimes', 'start': 3599.119, 'duration': 5.521}
{'text': 'yep what a mess', 'start': 3601.52, 'duration': 5.52}
{'text': 'fun time jesse oh we already saw this', 'start': 3604.64, 'duration': 9.42}
{'text': 'but oh yeah this is', 'start': 3607.04, 'duration': 9.32}
{'text': '[Laughter]', 'start': 3614.06, 'duration': 13.14}
{'text': '[Music]', 'start': 3616.36, 'duration': 13.959}
{'text': 'all right a [\xa0__\xa0] statition wins who', 'start': 3627.2, 'duration': 3.76}
{'text': 'wins', 'start': 3630.319, 'duration': 3.28}
{'text': 'e versus pepe yi taking a solid lead', 'start': 3630.96, 'duration': 4.0}
{'text': 'after their performance in the olympics', 'start': 3633.599, 'duration': 4.321}
{'text': 'congratulations guys you crushed it', 'start': 3634.96, 'duration': 5.839}
{'text': 'absolutely crushed it bonus memes you', 'start': 3637.92, 'duration': 3.919}
{'text': 'would know about herpes destiny i', 'start': 3640.799, 'duration': 2.401}
{'text': "wouldn't because i'm not a [\xa0__\xa0] [\xa0__\xa0]", 'start': 3641.839, 'duration': 2.801}
{'text': 'and i actually read [\xa0__\xa0] you [\xa0__\xa0]', 'start': 3643.2, 'duration': 3.44}
{'text': 'inbred [\xa0__\xa0] [\xa0__\xa0] good thing for you', 'start': 3644.64, 'duration': 2.88}
{'text': "you don't have to worry about it because", 'start': 3646.64, 'duration': 1.76}
{'text': 'the only person that could give you', 'start': 3647.52, 'duration': 2.319}
{'text': 'herpes is your [\xa0__\xa0] mom kissing with', 'start': 3648.4, 'duration': 2.24}
{'text': 'a cold sore', 'start': 3649.839, 'duration': 3.841}
{'text': 'you virgin insult oh my god', 'start': 3650.64, 'duration': 5.36}
{'text': 'tus i will never use that insult again', 'start': 3653.68, 'duration': 3.6}
{'text': 'compensation challenge 12 winner', 'start': 3656.0, 'duration': 4.72}
{'text': 'okay wait wait wait wait', 'start': 3657.28, 'duration': 6.0}
{'text': 'wait wait wait wait hold on hold on wait', 'start': 3660.72, 'duration': 4.16}
{'text': 'wait wait wait wait wait', 'start': 3663.28, 'duration': 7.039}
{'text': "let's wait let's wait let's wait destiny", 'start': 3664.88, 'duration': 9.0}
{'text': 'destiny has his memorized groomer', 'start': 3670.319, 'duration': 4.721}
{'text': 'definition', 'start': 3673.88, 'duration': 4.84}
{'text': 'rump have you ever eaten deer', 'start': 3675.04, 'duration': 5.68}
{'text': 'like medicine or whatever yeah yeah you', 'start': 3678.72, 'duration': 4.079}
{'text': "haven't have no i have i have", 'start': 3680.72, 'duration': 4.96}
{'text': "my uncle and it's not good i don't think", 'start': 3682.799, 'duration': 4.32}
{'text': "it's bad", 'start': 3685.68, 'duration': 4.56}
{'text': "oh it's it's not bad it's just not good", 'start': 3687.119, 'duration': 6.161}
{'text': "it's like it's not good it's not good", 'start': 3690.24, 'duration': 6.24}
{'text': "it's not bad yeah we're not disagreeing", 'start': 3693.28, 'duration': 3.92}
{'text': 'here', 'start': 3696.48, 'duration': 5.04}
{'text': "okay i mean i don't think it's", 'start': 3697.2, 'duration': 6.399}
{'text': "i don't think it's bad i don't know i", 'start': 3701.52, 'duration': 4.559}
{'text': "don't know if it's devoid of good", 'start': 3703.599, 'duration': 5.52}
{'text': "what the [\xa0__\xa0] it's not it's not good", 'start': 3706.079, 'duration': 6.0}
{'text': "it's not it's all i'm saying yes i am i", 'start': 3709.119, 'duration': 3.921}
{'text': "feel like we've been here", 'start': 3712.079, 'duration': 2.48}
{'text': "i feel i don't know what we're saying", 'start': 3713.04, 'duration': 3.6}
{'text': "anymore it's just", 'start': 3714.559, 'duration': 6.161}
{'text': "okay that's it okay yeah it's okay", 'start': 3716.64, 'duration': 4.08}
{'text': 'i miss this titan debate chad do you', 'start': 3721.76, 'duration': 3.359}
{'text': 'know', 'start': 3724.88, 'duration': 3.36}
{'text': 'derp city me and dan', 'start': 3725.119, 'duration': 3.121}
{'text': 'ban him oh wait iron okay you have to', 'start': 3728.319, 'duration': 6.0}
{'text': 'admit', 'start': 3731.92, 'duration': 2.399}
{'text': 'league of legends produces the best meme', 'start': 3735.2, 'duration': 6.08}
{'text': 'sustained meme to concurrent viewership', 'start': 3738.96, 'duration': 3.04}
{'text': 'ratio', 'start': 3741.28, 'duration': 2.4}
{'text': 'of all the content i do it gets the', 'start': 3742.0, 'duration': 3.359}
{'text': 'lowest concurrent viewership', 'start': 3743.68, 'duration': 3.679}
{'text': 'but it produces good sustained memes', 'start': 3745.359, 'duration': 3.601}
{'text': 'okay', 'start': 3747.359, 'duration': 3.361}
{'text': "it's not dude you are the loser in the", 'start': 3748.96, 'duration': 5.119}
{'text': 'queue not me', 'start': 3750.72, 'duration': 5.2}
{'text': "it's not you you are the loser in the", 'start': 3754.079, 'duration': 5.121}
{'text': 'queue not me', 'start': 3755.92, 'duration': 3.28}
{'text': "so it's pretty obvious that you knew", 'start': 3762.72, 'duration': 3.839}
{'text': "that you didn't tell me no i didn't know", 'start': 3764.24, 'duration': 4.72}
{'text': "okay jesus christ why don't you believe", 'start': 3766.559, 'duration': 4.881}
{'text': 'me all right okay', 'start': 3768.96, 'duration': 2.48}
{'text': "okay yeah so it's like you're just", 'start': 3771.68, 'duration': 4.96}
{'text': "opening trust issues it's like", 'start': 3774.64, 'duration': 5.52}
{'text': 'yeah share five m and a golden retriever', 'start': 3776.64, 'duration': 6.0}
{'text': 'stat block', 'start': 3780.16, 'duration': 2.48}
{'text': 'your opinion is going to go low of me', 'start': 3787.359, 'duration': 3.2}
{'text': 'right here okay i want everybody to', 'start': 3789.28, 'duration': 2.16}
{'text': 'realize that', 'start': 3790.559, 'duration': 2.321}
{'text': 'all right now listen here you [\xa0__\xa0]', 'start': 3791.44, 'duration': 3.679}
{'text': '[\xa0__\xa0] lenny was not', 'start': 3792.88, 'duration': 5.199}
{'text': "overbearing i didn't go too hard on it i", 'start': 3795.119, 'duration': 3.601}
{'text': 'just', 'start': 3798.079, 'duration': 3.361}
{'text': "hinted at it it wasn't terrible it's not", 'start': 3798.72, 'duration': 3.92}
{'text': 'a [\xa0__\xa0]', 'start': 3801.44, 'duration': 3.679}
{'text': "i don't know it's not a grub character", 'start': 3802.64, 'duration': 4.159}
{'text': "or it's non-stop and i'm intruding on", 'start': 3805.119, 'duration': 3.2}
{'text': 'every conversation i think i played', 'start': 3806.799, 'duration': 2.24}
{'text': 'lenny pretty', 'start': 3808.319, 'duration': 3.361}
{'text': 'okay and you calling it not good and', 'start': 3809.039, 'duration': 3.441}
{'text': 'terrible', 'start': 3811.68, 'duration': 3.6}
{'text': 'you can go suck a [\xa0__\xa0] dick i thought', 'start': 3812.48, 'duration': 5.76}
{'text': 'when he was a good character', 'start': 3815.28, 'duration': 2.96}
{'text': 'dan walks into a party where i saw the', 'start': 3818.48, 'duration': 6.11}
{'text': 'plasma oh no what', 'start': 3820.319, 'duration': 7.63}
{'text': '[Applause]', 'start': 3824.59, 'duration': 3.359}
{'text': 'oh my god i need you to shoot the plasma', 'start': 3828.16, 'duration': 4.879}
{'text': 'goes guys', 'start': 3830.16, 'duration': 2.879}
{'text': 'no i meant guys i meant yeah', 'start': 3833.2, 'duration': 6.639}
{'text': 'i meant guys i had a thing in my [\xa0__\xa0]', 'start': 3840.799, 'duration': 6.641}
{'text': "throat i've been coughing", 'start': 3844.319, 'duration': 3.121}
{'text': 'oh no what about the sentence okay we', 'start': 3847.68, 'duration': 4.399}
{'text': 'have a we have a destiny', 'start': 3850.64, 'duration': 3.6}
{'text': 'fan that called in who called wayne', 'start': 3852.079, 'duration': 3.841}
{'text': 'county here is the call for checking the', 'start': 3854.24, 'duration': 4.64}
{'text': "votes i'm sorry i'm listening to this", 'start': 3855.92, 'duration': 2.96}
{'text': 'hi um this is sam calling from dark', 'start': 3859.52, 'duration': 4.72}
{'text': 'triad news media um we wanted to get a', 'start': 3861.68, 'duration': 3.28}
{'text': 'sense of', 'start': 3864.24, 'duration': 2.72}
{'text': 'when the next results of wayne county', 'start': 3864.96, 'duration': 3.28}
{'text': 'would be updated', 'start': 3866.96, 'duration': 4.48}
{'text': 'for the presidential election', 'start': 3868.24, 'duration': 3.2}
{'text': 'as quickly as they are sent over to us', 'start': 3875.039, 'duration': 6.08}
{'text': "so we don't", 'start': 3878.559, 'duration': 2.56}
{'text': 'i thought so i think in the he said you', 'start': 3883.039, 'duration': 3.361}
{'text': 'would said you would', 'start': 3885.28, 'duration': 4.16}
{'text': 'or like you know and i think that uh', 'start': 3886.4, 'duration': 4.56}
{'text': "you're stroking out you just have a", 'start': 3889.44, 'duration': 3.679}
{'text': 'stroke', 'start': 3890.96, 'duration': 3.76}
{'text': 'did that image cause you to have a shot', 'start': 3893.119, 'duration': 3.761}
{'text': 'oh my god', 'start': 3894.72, 'duration': 4.24}
{'text': "dead damn good window on your dan i'm", 'start': 3896.88, 'duration': 3.919}
{'text': 'going to', 'start': 3898.96, 'duration': 5.839}
{'text': 'in a video game okay', 'start': 3900.799, 'duration': 5.921}
{'text': 'check going down chat i can smell it', 'start': 3904.799, 'duration': 3.201}
{'text': 'after being here the problem is', 'start': 3906.72, 'duration': 3.119}
{'text': 'is that like my account manager actually', 'start': 3908.0, 'duration': 3.039}
{'text': "messaged me today and he said when i'm", 'start': 3909.839, 'duration': 2.801}
{'text': "playing with you i can't say that i'm", 'start': 3911.039, 'duration': 2.641}
{'text': 'going to kill you in a video game', 'start': 3912.64, 'duration': 2.479}
{'text': "because it doesn't make sense because", 'start': 3913.68, 'duration': 2.399}
{'text': "when we're playing video games you're", 'start': 3915.119, 'duration': 2.48}
{'text': 'dead 95 percent of the [\xa0__\xa0] time', 'start': 3916.079, 'duration': 2.0}
{'text': 'anyway', 'start': 3917.599, 'duration': 1.52}
{'text': 'so i have to find something different', 'start': 3918.079, 'duration': 3.841}
{'text': "with you okay what that's such a good", 'start': 3919.119, 'duration': 3.841}
{'text': 'burn', 'start': 3921.92, 'duration': 5.52}
{'text': 'what dropping', 'start': 3922.96, 'duration': 4.48}
{'text': 'oh [\xa0__\xa0] even though typically the laws', 'start': 3928.88, 'duration': 4.08}
{'text': 'can', 'start': 3932.559, 'duration': 3.121}
{'text': 'i mean the morality is what influences', 'start': 3932.96, 'duration': 3.28}
{'text': 'law', 'start': 3935.68, 'duration': 4.159}
{'text': "i'm saying that there can be sometimes", 'start': 3936.24, 'duration': 5.92}
{'text': 'occasions in which the law can', 'start': 3939.839, 'duration': 3.441}
{'text': 'influences', 'start': 3942.16, 'duration': 3.919}
{'text': "um influence public public opinion i'm", 'start': 3943.28, 'duration': 4.319}
{'text': 'saying that that happens', 'start': 3946.079, 'duration': 3.441}
{'text': "right like that i i think it's", 'start': 3947.599, 'duration': 3.601}
{'text': 'absolutely absurd to me', 'start': 3949.52, 'duration': 3.76}
{'text': 'the idea that someone can completely', 'start': 3951.2, 'duration': 3.599}
{'text': "give you all of what you're saying and", 'start': 3953.28, 'duration': 1.92}
{'text': 'saying', 'start': 3954.799, 'duration': 2.56}
{'text': "you're right on most cases there are", 'start': 3955.2, 'duration': 4.48}
{'text': 'some random or few exceptions where this', 'start': 3957.359, 'duration': 3.2}
{'text': 'is not the case', 'start': 3959.68, 'duration': 2.48}
{'text': "and you're like oh you're hand waving", 'start': 3960.559, 'duration': 3.921}
{'text': "i'm not hand waving i granted it to you", 'start': 3962.16, 'duration': 3.919}
{'text': "you just got to chill the hell out i've", 'start': 3964.48, 'duration': 3.04}
{'text': 'said it multiple times', 'start': 3966.079, 'duration': 4.0}
{'text': 'you were right i agree this is typically', 'start': 3967.52, 'duration': 3.36}
{'text': 'what happens', 'start': 3970.079, 'duration': 2.72}
{'text': 'however there are could he hear the', 'start': 3970.88, 'duration': 5.12}
{'text': 'piano no typically this is what happened', 'start': 3972.799, 'duration': 5.841}
{'text': "he couldn't hear me playing jumps in", 'start': 3976.0, 'duration': 3.44}
{'text': 'chat says', 'start': 3978.64, 'duration': 4.399}
{'text': "is this lavender lavender it's not so", 'start': 3979.44, 'duration': 6.159}
{'text': 'good job', 'start': 3983.039, 'duration': 2.56}
{'text': "oh no wait no it's not", 'start': 3987.76, 'duration': 6.079}
{'text': "it's this oh no it is i think", 'start': 3999.44, 'duration': 5.399}
{'text': 'wait what is the actual hold on we have', 'start': 4002.64, 'duration': 4.09}
{'text': 'uh', 'start': 4004.839, 'duration': 19.161}
{'text': '[Music]', 'start': 4006.73, 'duration': 20.15}
{'text': 'destiny suicides halo run left yeah', 'start': 4024.0, 'duration': 4.319}
{'text': "that's what you got to deal with i", 'start': 4026.88, 'duration': 3.679}
{'text': 'literally everybody else is dead all the', 'start': 4028.319, 'duration': 3.361}
{'text': 'crazy [\xa0__\xa0] is done', 'start': 4030.559, 'duration': 4.401}
{'text': 'okay hold on', 'start': 4031.68, 'duration': 6.159}
{'text': 'oh yeah okay hold on i came back after', 'start': 4034.96, 'duration': 3.28}
{'text': 'like', 'start': 4037.839, 'duration': 2.641}
{'text': 'two hours or me and mr been on the spot', 'start': 4038.24, 'duration': 3.76}
{'text': 'for like 10 hours okay', 'start': 4040.48, 'duration': 4.96}
{'text': 'and we he i we cleared out this entire', 'start': 4042.0, 'duration': 5.119}
{'text': "spot he'd spent like 30 40 minutes i", 'start': 4045.44, 'duration': 3.28}
{'text': 'went away and he spent like 30 40', 'start': 4047.119, 'duration': 2.881}
{'text': 'minutes clearing out this whole spot so', 'start': 4048.72, 'duration': 2.319}
{'text': 'all he did was come in and rock it like', 'start': 4050.0, 'duration': 2.88}
{'text': 'two things we went past this part left', 'start': 4051.039, 'duration': 3.361}
{'text': "yeah that's what you got to deal with i", 'start': 4052.88, 'duration': 3.439}
{'text': 'literally everybody else is dead', 'start': 4054.4, 'duration': 5.76}
{'text': 'all of the crazy [\xa0__\xa0] is done okay hold', 'start': 4056.319, 'duration': 3.841}
{'text': 'on', 'start': 4060.839, 'duration': 2.921}
{'text': 'i went to chipotle yeah something that', 'start': 4062.079, 'duration': 4.321}
{'text': 'was so [\xa0__\xa0] hilarious', 'start': 4063.76, 'duration': 6.319}
{'text': 'is um mr mooton', 'start': 4066.4, 'duration': 5.52}
{'text': 'uh mooton is like trying to clear out', 'start': 4070.079, 'duration': 3.28}
{'text': 'this whole thing okay so i leave to go', 'start': 4071.92, 'duration': 2.96}
{'text': 'to chipotle all right and i think i host', 'start': 4073.359, 'duration': 2.881}
{'text': 'him and i step away', 'start': 4074.88, 'duration': 2.88}
{'text': "but as he's like trying to clear the", 'start': 4076.24, 'duration': 3.04}
{'text': 'things out i stayed for like an extra', 'start': 4077.76, 'duration': 2.88}
{'text': 'five minutes and i would just randomly', 'start': 4079.28, 'duration': 2.72}
{'text': 'shoot a rocket at him and', 'start': 4080.64, 'duration': 4.399}
{'text': 'kill him and he had no [\xa0__\xa0] idea', 'start': 4082.0, 'duration': 4.319}
{'text': 'so there are like three different times', 'start': 4085.039, 'duration': 2.481}
{'text': "where he's like standing with a sniper", 'start': 4086.319, 'duration': 1.921}
{'text': 'like trying to kill', 'start': 4087.52, 'duration': 2.4}
{'text': 'mobs and i would just rock it him from', 'start': 4088.24, 'duration': 3.04}
{'text': "behind he'd think i was he thought i was", 'start': 4089.92, 'duration': 3.04}
{'text': 'gone and he would die he had no idea he', 'start': 4091.28, 'duration': 3.12}
{'text': 'would just run back the same thing and i', 'start': 4092.96, 'duration': 2.8}
{'text': "just like walk up behind him and i'm", 'start': 4094.4, 'duration': 4.08}
{'text': 'just rocking him', 'start': 4095.76, 'duration': 2.72}
{'text': 'and he never realized it in a video game', 'start': 4100.159, 'duration': 3.52}
{'text': 'of course okay', 'start': 4102.64, 'duration': 3.84}
{'text': "there you go we're done remember to hit", 'start': 4103.679, 'duration': 3.921}
{'text': "that like and subscribe and don't forget", 'start': 4106.48, 'duration': 2.719}
{'text': 'the notification bell so that my videos', 'start': 4107.6, 'duration': 2.239}
{'text': 'show up', 'start': 4109.199, 'duration': 8.16}
{'text': 'right in your feed be careful good one', 'start': 4109.839, 'duration': 7.52}
